attack_date,Country,Area,Location,Activity,Gender,Fatal_Y/N
1988-06-09,USA,South Carolina,"Sea Pines Beach Club, Hilton Head, Beaufort County",Sittting in water with his child,M,N
1988-01-06,SOUTH AFRICA,Western Cape Province,Struisbaai,Attempting to lasso shark's tail,M,N
1988-01-14,USA,Louisiana,Unknown,Fishing,M,N
1988-01-21,AUSTRALIA,Torres Strait,Unknown,Fell overboard  from the Taiwanese fishing trawler Lien Cheng Feu ,M,Unknown
1988-01-27,SOUTH AFRICA,KwaZulu-Natal,Durban,Surfing,M,Unknown
1988-02-02,Fiji,Vanua Levu,Unknown,Diving,M,N
1988-02-12,AUSTRALIA,Western Australia,18 km west of Bunbury,Drift fishing,Unknown,N
1988-02-13,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,Lying atop surfboard,F,N
1988-02-14,SOUTH AFRICA,Eastern Cape Province,Nahoon,Surfing,M,N
1988-02-15,SOUTH AFRICA,KwaZulu-Natal,"Brighton Beach, Durban",Unknown,Unknown,N
1988-03-14,REUNION,Saint-Pierre,Pic du Diable,Surfing,M,N
1988-03-16,SOUTH AFRICA,KwaZulu-Natal,Isipingo,Surfing,M,N
1988-01-05,SOUTH AFRICA,Western Cape Province,Great Brak River,"Returning to shore, collided with shark",Unknown,N
1988-03-31,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Standing ,F,N
1988-03-25,USA,Hawaii,"Running Waters Beach, Ninini Point, Kaua'i",Body surfing,M,N
1988-06-01,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,N
1988-05-10,USA,Florida,"Paradise Beach Park, Brevard County",Surfing,M,N
1988-05-04,USA,Florida,"Melbourne Beach, Brevard County",Surfing / treading water,M,N
1988-04-28,REUNION,Saint-Louis,Embouchure de l'�tang du Gol,p�cheur de bichiques,M,Y
1988-05-27,SOUTH KOREA,Unknown,Unknown,Shell diving,F,Y
1988-04-15,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Swimming,M,N
1988-04-15,USA,Hawaii,"Waihe'e, Maui",Onboard 21' powerboat that capsized in rough seas,M,Unknown
1988-04-14,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,M,N
1988-04-14,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Windsurfing,M,N
1988-04-10,SOUTH AFRICA,KwaZulu-Natal,La Lucia,Unknown,F,Unknown
1988-04-24,USA,California,"North of Morro Rock, San Luis Obispo County",Surfing,M,N
1989-09-10,USA,California,"Off Palos Verdes Estates, Los Angeles",Observing a shark feeding on a carcass of a humpback whale,Unknown,N
1989-09-09,USA,California,"Southeast Farallon Island, Farallon Islands",Hookah diving for abalone (descending),M,N
1989-09-09,USA,North Carolina,"Salvo, Dare County",Surfing,M,N
1989-09-03,USA,California,24 km off Santa Catalina Island in the Channel Islands,Filming 5' blue shark,M,N
1989-08-22,USA,Florida,"St Augustine, St Johns County",Swimming,M,N
1989-08-22,SOUTH AFRICA,Western Cape Province,Mossel Bay,Surfing,M,N
1989-08-13,AUSTRALIA,New South Wales,Lennox Head,Surfing,M,N
1989-09-13,USA,Florida,"Gulf of Mexico, 22 miles from Pensacola","Fishing, stepped on hooked shark's head",M,N
1989-08-09,BAHAMAS,Great Exuma Island,Highborn Cay,Spearfishing,F,N
1989-08-29,AUSTRALIA,Queensland,SeaWorld Theme Park,Feeding fish,M,N
1989-09-17,SOUTH AFRICA,Western Cape Province,"Smitswinkel, False Bay",Free diving,M,N
1989-11-12,USA,Hawaii,"Ehukai Beach Park, Sunset Beach, O'ahu","Wading, knocked down & swept away by large waves",M,Unknown
1989-10-08,USA,North Carolina,"Between Wrightsville Beach & Carolina Beach, New Hanover County",Diving,M,Unknown
1989-10-11,USA,Texas,Surfside Beach,Surfing,M,N
1989-10-22,AUSTRALIA,Tasmania,Shelly Point ,Surfing,M,N
1989-10-29,AUSTRALIA,Northern Territory,Edith Falls,Swimming,F,N
1989-11-02,AUSTRALIA,Queensland,Mermaid Waters,Swimming in canal,M,N
1989-11-18,SOUTH AFRICA,Western Cape Province,Melkbosstrand,Free diving & spearfishing,M,Y
1989-11-22,AUSTRALIA,Victoria,Kilcunda,Surfing,M,N
1989-12-02,AUSTRALIA,Queensland,Fraser Island,Swimming,M,Unknown
1989-12-03,AUSTRALIA,Northern Territory,Gove Peninsula near Darwin,Unknown,M,Unknown
1989-12-19,USA,Hawaii,"90 miles east of Hilo, Hawai'i",On board 51' fishing vessel One Ki,M,N
1989-08-06,AUSTRALIA,Queensland,Moreton Bay,Fishing for sharks,M,N
1989-10-01,AUSTRALIA,Victoria,"Surfers Point, Phillip Island",Surfing,M,Unknown
1989-07-20,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,Surfing,M,N
1989-10-14,USA,Hawaii,"Kahe Point, O'ahu",Scuba diving,M,Unknown
1989-07-14,USA,Florida,"Cocoa Beach, Brevard County",Surfing,M,N
1989-01-01,PAPUA NEW GUINEA,New Ireland,Kavieng,"Scuba diving, hand feeding sharks",F,N
1989-07-19,REUNION,Sainte-Suzanne,Temple Tamoule,Surfing,M,Y
1989-01-03,AUSTRALIA,New South Wales,"Half Tide Beach, Evans Head",Surfing with dolphins,M,N
1989-01-08,USA,Hawaii,"Wailua, Kaua'i",Swimming in strong current with 3 others when he disappeared,M,Y
1989-01-20,USA,Hawaii,"Waialua Beach, Moloka'i",Body boarding,M,N
1989-01-26,USA,California,"Latigo Point / Paradise Cove,west of Malibu, Los Angeles County",Kayaking,F,Y
1989-01-26,USA,California,"Latigo Point / Paradise Cove, west of Malibu, Los Angeles County",Kayaking,M,Unknown
1989-02-02,ITALY,Tyrrhenian Sea,"Golfo di Baratti, near Piombino (Tuscany)","Scuba diving, but swimming on surface",M,Y
1989-02-15,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,Windsurfing,M,N
1989-02-19,SOUTH AFRICA,Western Cape Province,Unknown,Fishing,M,N
1989-01-01,USA,Virginia,"Coral Gardens Reef, 6 miles SSE of Chicoteague Inlet",Spearfishing using scuba & trailing a string of bleeding fish,M,N
1989-03-04,AUSTRALIA,Western Australia,Near Broome in Roebuck Bay,Kayaking,M,N
1989-01-20,SOUTH AFRICA,KwaZulu-Natal,Isipingo,Lifesaving drill,M,N
1989-04-01,USA,Hawaii,"Kekaha Beach, Kaua'i",Paddling on surfboard,M,N
1989-03-09,AUSTRALIA,South Australia,"Waitpinga Beach, near Victor Harbor, Encounter Bay",Surfing,M,Y
1989-07-07,USA,Texas,"Sargent Beach, Matagorda County",Playing ,F,N
1989-06-29,USA,Hawaii,"Anahola, Kaua'i",Fell off surfboard 20' from shore,M,N
1989-06-06,ITALY,Tuscany,"Marinella, between Punta Blanca & Marine del Carrara ",Windsurfing (urinating on his board),M,N
1989-06-05,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,Surfing,M,N
1989-06-17,USA,Louisiana,40 miles off Cocodrie,Spearfishing,M,N
1989-06-01,JAPAN,Sea of Japan,Unknown,Unknown,M,Unknown
1989-04-23,USA,Florida,"Loggerhead Park, Juno Beach, Palm Beach County",Swimming,M,N
1989-04-12,USA,Washington,"Pacific Beach, Grays Harbor County",Surfing (lying prone on his board),M,N
1989-04-09,USA,California,"Monterey Bay, Monterey County",Unknown,Unknown,N
1989-04-03,USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui",Paddling on surfboard,M,N
1989-06-03,SOUTH AFRICA,Eastern Cape Province,Gonubie,Free diving,M,N
1990-08-28,USA,California,"Trinidad Head, Humboldt County",Surfing,M,N
1990-10-15,USA,Hawaii,"Hanalei Point, Kaua'i",Surfing,M,N
1990-08-30,USA,Florida,"Juno Beach / North Palm Beach, Palm Beach County",SCUBA diving,M,Unknown
1990-09-05,USA,California,"Trinidad State Beach, Humboldt County",Kayaking,M,N
1990-09-08,USA,California,"Russian Gulch, Jenner, Sonoma County","Free diving / spearfishing, from paddleboard & floating on the surface",M,N
1990-09-15,SOUTH AFRICA,Western Cape Province,Oudekraal,Spearfishing,M,N
1990-10-12,USA,Florida,"Stuart Beach, Martin County",Surfing,M,N
1990-10-20,USA,Florida,"North end of County Beach, Palm Beach County",Surfing,M,N
1990-11-03,USA,California,"Monastery Beach, Carmel Bay, Monterey County",Scuba diving (but on surface),F,N
1990-10-27,AUSTRALIA,Queensland,Mermaid Waters,Swimming,M,N
1990-10-30,USA,Florida,"Indialantic, Brevard County",Surfing,M,N
1990-10-30,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,N
1990-11-01,USA,Florida,"Spanish River Park Beach, Palm Beach County",Surfing,M,N
1990-11-28,AUSTRALIA,Queensland,Nerang River,Swimming ,M,N
1990-12-26,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,Unknown,M,Unknown
1990-08-19,USA,Texas,"Mustang Island, Nueces County",Surfing,M,N
1990-10-25,AUSTRALIA,South Australia,Goolwa Beach,Surfing,M,N
1990-08-19,USA,Texas,"Near Port Aransas, Nueces County",Wade fishing,M,N
1990-06-23,BAHAMAS,Unknown,Bimini,Spearfishing,M,N
1990-07-08,USA,Florida,"Perdido Key near the Florida Panhandle, Escambia County",Surfing,M,N
1990-07-22,USA,Texas,"Mustang Island State Park, Nueces County",Wading,F,N
1990-01-12,USA,California,"Montera Beach, San Mateo County",Surfing (sitting on his board),M,N
1990-02-05,USA,Florida,"Monster Hole, Sebastian Inlet, Indian River County",Board sailing,M,N
1990-02-17,USA,Hawaii,"Mokapu, Kane'ohe Marine Air Corps Station, O'ahu",Scuba diving & spearfishing,M,Y
1990-03-05,REUNION,Sainte-Marie,Baie de la Mare,Surfing,M,N
1990-03-24,FIJI,Laucala Island,Unknown,Swimming,M,N
1990-04-01,USA,Hawaii,"Silver (Silva) Channels, Waialua, O'ahu",Sitting on surfboard,M,N
1990-04-06,AUSTRALIA,Queensland,Fingal Beach,Surfing,M,N
1990-04-07,AUSTRALIA,Queensland,Fingal Beach,Surfing,M,N
1990-01-01,USA,Florida,"Pensacola, Escambia County",Surfing,M,Unknown
1990-04-09,AUSTRALIA,Queensland,Greenmount Beach,Surfing,M,N
1990-04-14,SOUTH AFRICA,Eastern Cape Province,Cape Recife,Lying on surfboard & paddling,M,N
1990-05-06,SOUTH AFRICA,Eastern Cape Province,Cintsa East,Resting on surfboard,M,N
1990-05-10,AUSTRALIA,Queensland,Outer Barrier Reef near Port Douglas,"Snorkeling, possibly holding a fish",M,N
1990-05-10,AUSTRALIA,Queensland,Outer Barrier Reef near Port Douglas,Snorkeling,F,N
1990-05-13,SOUTH AFRICA,KwaZulu-Natal,Protea Reef,Fishing,Unknown,N
1990-06-24,SOUTH AFRICA,Western Cape Province,Mossel Bay,Scuba diving (but on surface),F,Y
1990-04-08,AUSTRALIA,Queensland,"Dingo Reef, 80 nm off Townsville",Free diving for trochus,M,Y
1991-07-27,USA,Florida,"John Pennekamp Marine Park, Monroe County",Snorkeling,M,N
1991-07-30,ITALY,Ligurian Sea,"Portofino, 20 miles offshore, Tigullio Bay, Santa Margherita Ligure (Liguria)",Canoeing,F,N
1991-08-09,USA,Florida,Florida Bay,Fishing,M,N
1991-08-12,USA,Florida,"Vero Beach, Indian River County",Wading,F,N
1991-08-26,USA,South Carolina,"Myrtle Beach, Horry County",Swimming,M,N
1991-08-30,AUSTRALIA,Queensland,"On board the Japanese longline trawler Fukuya No.38, 100 nm northeast of Brisbane",Finning the shark that bit him,M,N
1991-09-08,AUSTRALIA,South Australia,"Snapper Point, Aldinga Beach, Adelaide",Scuba diving,M,Y
1991-09-19,BAHAMAS,Unknown,Bimini,Spearfishing,M,Unknown
1991-11-14,USA,Florida,Near Port Canaveral Coast Guard Base,Fishing,M,N
1991-10-12,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,N
1991-11-01,AUSTRALIA,Western Australia,"Backbeach, Halls Head",Boogie boarding,M,N
1991-11-19,USA,Hawaii,"Maliko Point, Maui","Fishing from rocks, swept out to sea by large wave & treading water",M,Y
1991-11-26,USA,Hawaii,"Olowalu, Maui",Snorkeling,F,N
1991-11-26,USA,Hawaii,"Olowalu, Maui",Snorkeling,F,Y
1991-12-04,USA,California,"Shelter Cover, north of Fort Bragg, Shelter Cove, Mendocino County",Hookah diving for sea urchins,M,N
1991-07-18,USA,Florida,150 miles from Crystal River,Swimming from makeshift raft  to life vest after fishing boat sank,M,N
1991-10-05,USA,California,"Horseshoe Reef, Scott Creek, Davenport, Santa Cruz County",Surfing,M,N
1991-07-07,USA,Florida,"South Miami Beach, Dade County",Swimming,M,N
1991-01-09,AUSTRALIA,Western Australia,Scarborough,Surf-skiing,M,N
1991-07-01,USA,California,"8.5 miles south of Ano Nuevo State Reserve, Davenport County",Surfing,M,N
1991-07-01,REUNION,L'Etang-Sal�,"Ravine des Sables, Saint Leu",Surfing,M,N
1991-01-01,AUSTRALIA,Queensland,Pelican Banks near Gladstone,Surfing (or sailboarding),M,N
1991-01-19,AUSTRALIA,Queensland,Mermaid Waters,Swimming,M,N
1991-02-24,USA,Oregon,"Neskowin, Tillamook County",Surfing,M,N
1991-03-03,AUSTRALIA,New South Wales,Bass Point,Scuba diving,M,N
1991-04-03,USA,Hawaii,"One'ula Beach Park, 'Ewa Beach, O'ahu",Sitting on surfboard,M,N
1991-04-16,USA,Florida,"South of Ponce Inlet, New Smyrna Beach, Volusia County","Surfing, collided with shark",M,N
1991-04-16,USA,Maryland,Baltimore Aquarium,Diving,Unknown,N
1991-02-12,SOUTH AFRICA,Western Cape Province,Miller�s Point,Spearfishing,M,N
1991-05-19,SOUTH AFRICA,Western Cape Province,Gordon�s Bay,Scuba diving,M,N
1991-05-26,USA,Hawaii,"Ma'ili Beach, O'ahu",Sitting on surfboard,M,N
1991-06-07,HONG KONG,Port Shelter,"Silverstrand Beach, near Hung Hau ",Swimming ,F,Y
1991-06-07,USA,Florida,"Tampa Bay, Hillsborough County",Swimming behind sailboat,M,N
1991-06-26,USA,Florida,"Jacksonville Beach, Duval County",Surfing,M,N
1991-06-28,HONG KONG,Kowloon Peninsula,Sai Kung,Fishing,M,Y
1991-06-29,HONG KONG,Unknown,"Basalt Island, 9km from Silverstrand",Unknown,M,Y
1991-04-24,BRAZIL,Pernambuco,"Praia de Pau Amarelo, Recife",Fishing,Unknown,N
1991-07-01,USA,Virginia,"Croatan Beach, Virginia Beach, ",Boogie boarding,M,N
1992-09-18,BRAZIL,Pernambuco,"Boa Viagem, Recife",Body boarding,M,N
1992-09-13,USA,Oregon,"Gold Beach, Curry County",Surfing,M,N
1992-09-11,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",Standing,F,N
1992-09-10,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,Y
1992-09-01,USA,Florida,St Lucie County,Surf fishing,M,N
1992-08-21,USA,Hawaii,"Twin Arches, Hana Ranch, Maui",Fell from cliff while fishing & disappeared in strong current,M,Unknown
1992-08-25,AUSTRALIA,South Australia,"Lipson Cove, Tumby Bay",Surfing,M,N
1992-08-18,USA,California,"Klamath River, Del Norte County",Surfing,M,N
1992-08-17,USA,Florida,"Manalapan, Palm Beach County",Snorkeling,M,N
1992-10-01,AUSTRALIA,Queensland,"North Point Beach, Moreton Island",Surfing,M,Y
1992-08-29,BAHAMAS,Abaco Islands,Double Breasted Cays ,"Snorkeling, carrying a speared fish in her hand",F,N
1992-10-11,BRAZIL,Maranh�o,"Praia de S�o Marcus, S�o Luiz",Boogie boarding,Unknown,N
1992-11-25,USA,Florida,"Brevard County, a mile north of Sebastian Inlet",Surfing,M,N
1992-10-22,USA,Hawaii,"Lanaikea, O'ahu",Surfing,M,N
1992-10-29,USA,California,"Castle Rock, San Miguel Island, Santa Barbara County",Hookah diving for sea urchins,M,N
1992-11-05,USA,Hawaii,"Kea'au Beach Park, O'ahu",Body boarding,M,Y
1992-11-05,USA,Florida,"North Jetty Park, Fort Pierce, St Lucie County",Surfing,M,N
1992-11-11,USA,California,"San Nicholas Island, Santa Barbara County",Scuba diving (submerged),M,N
1992-11-12,FIJI,Wakaya Island,Unknown,Scuba diving,M,N
1992-11-14,USA,California,"Ano Nuevo, San Mateo County",Kayaking,M,N
1992-11-23,USA,Florida,Unknown,Surfing,M,N
1992-11-29,USA,California,"San Onofre, San Diego County ",Spearfishing / free diving,M,N
1992-08-01,USA,Florida,St. Lucie County,Fisherman,M,Unknown
1992-12-23,USA,Hawaii,"Chun's Reef, Laniakea, O'ahu",Lying on surfboard,M,N
1992-12-28,USA,Hawaii,"Honomuni, Moloka'i","Standing in waist-deep water, helping his father tend a gill net containing dead fish",M,N
1992-10-15,AUSTRALIA,New South Wales,Avalon Beach,Scuba diving,M,N
1992-07-23,USA,Hawaii,"Wai'anae, O'ahu","Zosimo & his son, Jeffrey Popa, failed to return from overnight fishing trip in a 14' boat, Boat apparently sank, debris recovered but his son & boat were never found",M,Unknown
1992-01-06,MAURITIUS,Unknown,Mahebourg,Fishing,M,N
1992-07-08,BRAZIL,Maranh�o,"Praia da Marcela, S�o Marcos Bay",Surfing,M,N
1992-01-01,FIJI,Tavenui,Unknown,Unknown,M,Y
1992-01-01,JAPAN,Sea of Japan,Kanazawa?,Unknown,Unknown,Unknown
1992-01-03,JAPAN,Ehime Prefecture,Matsuyama,Unknown,M,N
1992-01-08,SOUTH AFRICA,KwaZulu-Natal,Sheffield Beach,Spearfishing,M,N
1992-01-23,SOUTH AFRICA,KwaZulu-Natal,Isipingo,Swimming ,M,N
1992-01-29,AUSTRALIA,New South Wales,Tweed Heads,Boogie boarding,M,N
1992-01-29,REUNION,La Saline-les-Bains,Revine-3-Bassins,Spearfishing,M,N
1992-02-09,AUSTRALIA,Tasmania,"Clifton Beach, southwest of Hobart",Surfing,M,Unknown
1992-02-14,JAPAN,Ehime Prefecture,Matsuyama,Diving for pen shells,M,N
1992-02-19,USA,Hawaii,"Leftovers, near Waimea Bay, O'ahu",Body boarding,M,Y
1992-03-08,USA,Oregon,"Winchester Bay, Douglas County",Surfing (sitting on his board),M,N
1992-03-08,JAPAN,Ehime Prefecture,"Nagahama-cho, 40 km southwest of Matsuyama ","Fishing for yellowtail, Seriola quinqueradiata",Unknown,N
1992-03-08,JAPAN,Ehime Prefecture,Matsuyama,Hookah diving for pen shells ,M,Y
1992-07-21,USA,Florida,"Manasota Beach, Sarasota County",Standing,F,N
1992-03-28,USA,Hawaii,"Cannons, at Ha'ena on the north shore of Kaua'i Island","Surfing, paddling seawards",F,N
1992-03-10,AUSTRALIA,Victoria,Point Lonsdale,Surfing,M,N
1992-06-28,BRAZIL,Pernambuco,Piedade,Swimming,M,Y
1992-06-28,REUNION,Saint-Paul,Cap de la Marianne,Surfing,M,Y
1992-06-19,VANUATU,Malampa Province,"Port Sandwich, Malakula",Swimming,F,N
1992-06-17,JAPAN,Ehime Prefecture,"1.5 km north of Igata-cho, 60 km south of Matsyama",Preparing to fish for jack-mackerel,Unknown,N
1992-07-08,BRAZIL,Maranh�o,"Praia da Marcela, S�o Marcos Bay",Surfing,M,N
1992-05-31,USA,North Carolina ,Wreck of the U-352 ,Scuba diving ,M,Unknown
1992-05-22,REUNION,Saint-Joseph,Lieu-dit Cayenne,Surfing,M,Y
1992-05-01,MEXICO,Mexico / Caribbean Sea,Isla Mujeres,Scuba diving & filming,M,N
1992-04-24,NEW ZEALAND,Antarctic Ocean,"Meteorologic Station on Campbell Island, 370 nautical miles south of New Zealand",Snorkeling,M,N
1992-04-09,SOUTH AFRICA,Eastern Cape Province,Nahoon,Surfing,M,N
1992-06-01,REUNION,Saint-Paul,Unknown,Diving,Unknown,N
1993-09-09,USA,Florida,"Little Talbot Island, Jacksonville, Duval County",Unknown,M,N
1993-09-03,SPAIN,Costa Blanca,"Playa de las Arenas, Valencia ",Swimming,M,N
1993-08-21,BAHAMAS,Walkers Cay,"Matinella Reef, 15 to 20 miles west of Walkers Cay",Spearfishing,M,N
1993-08-19,USA,Florida,"Bethune Beach, Volusia County",Surfing,Unknown,N
1993-08-15,USA,North Carolina,Pamlico Sound,Riding floatation device,F,N
1993-08-15,USA,California,Between Santa Cruz Island and Santa Barbara,Watching the shark feeding on a dead pinniped,Unknown,N
1993-08-14,AUSTRALIA,Western Australia,Off Rottnest Island,Fishing,Unknown,N
1993-08-12,USA,California,"Abalone Point, Westport Union Landing, Mendocino County",Free diving for abalone (ascending),M,N
1993-09-14,USA,Florida,"Huguenot Memorial Park, Duval County",Wading,M,N
1993-08-01,NEW CALEDONIA,South Province,Ile Moro,Fishing for lobsters,M,Y
1993-08-19,USA,Hawaii,"Paukukalo, Maui","Surfing, paddling seawards",M,N
1993-09-16,EL SALVADOR,La Libertad,El Cocal Beach,Surfing,M,Y
1993-10-26,USA,Florida,"Treasure Shores Beach, Indian River County",Swimming,F,N
1993-09-26,SOUTH AFRICA,Western Cape Province,Danger Point,Spearfishing,M,N
1993-09-30,SOMALIA,Banaadir Region,Mogadishu,Swimming,M,Y
1993-10-01,USA,Hawaii,"Mouth of Wallua River, Kaua'i",Surfing,Unknown,N
1993-10-10,USA,California,"Goat Rock, Bodega Bay, Sonoma County?",Kayaking,F,N
1993-10-30,USA,California,"""Bunkers"" Eureka, Humboldt County",Surfing,M,N
1993-11-01,SOMALIA,Banaadir Region,Mogadishu,Stamding,M,Y
1993-11-12,USA,Hawaii,"Horners, Wailua, Kaua'i","Surfing, paddling shorewards",M,N
1993-11-21,AUSTRALIA,Western Australia, A pearl  farm in Roebuck Bay,Hookah diving,M,Y
1993-11-28,USA,Florida,"North Beach Jetty, St Lucie County",Swimming,M,N
1993-12-01,USA,Hawaii,Waipo,Surfing,M,Y
1993-08-01,EL SALVADOR,La Libertad,La Libertad,Oyster fishing,Unknown,Y
1993-09-16,EL SALVADOR,La Libertad,near El Cocal Beach,Surfing,Unknown,N
1993-07-30,SOUTH AFRICA,Eastern Cape Province,"Pollock Beach, Port Elizabeth",Surfing,M,N
1993-07-07,USA,Florida,"Daytona Beach, Volusia County",Playing,F,N
1993-01-01,TONGA,Vava�u,Between Ofu & Fafini Islands,Spearfishing,Unknown,N
1993-01-01,USA,Florida,"Key West, Monroe County",Snorkeling,Unknown,N
1993-06-30,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,Y
1993-01-01,SOMALIA,Banaadir Region,Mogadishu,Unknown,Unknown,Y
1993-01-01,ANGOLA,West Africa,Unknown,Surfing,M,N
1993-01-02,USA,Oregon,"Bastendorf Beach, Coos County",Surfing,M,N
1993-01-04,CARIBBEAN SEA,Unknown,Off Dominican Republic,   ,M,N
1993-01-05,AUSTRALIA,Queensland,"Line Reef, northeast of Hamilton Island, Whitsundays",Spearfishing,M,N
1993-01-23,BRAZIL,Pernambuco,Piedade,Body boarding,M,N
1993-02-18,TONGA,Tongapatu Group,Between 'Ata and Tongapatu,Sea disaster,M,N
1993-02-19,TONGA,Tongapatu Group,Between 'Ata and Tongapatu,Sea disaster,M,N
1993-03-01,NEW CALEDONIA,South Province,�le de Casey,Swimming,Unknown,N
1993-03-12,USA,California,"Linda Mar Beach, Pedro Point, San Mateo County",Free diving & spearfishing (ascending),M,N
1993-03-14,USA,Hawaii,"Paradise Bay (next to Wailua Bay), Maui",Paddling on surfboard,M,N
1993-02-04,AUSTRALIA,Queensland,Mooloolaba,Fishing,M,N
1993-03-22,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Floating on his back,M,N
1993-06-29,REUNION,Saint-Paul,Cap de la Marianne,Body boarding,M,N
1993-03-17,JAPAN,Ehime Prefecture,Iyo,Unknown,Unknown,N
1993-06-11,MEXICO,Quintana Roo,"Santa Rosa Shallows, Cozumel",Scuba diving,F,Y
1993-06-10,USA,Hawaii,"Goats Island (Moku�auia Island), Malaekahana State Recreation Area, Laie, O'ahu",Paddling on surfboard or body board,M,N
1993-06-09,AUSTRALIA,New South Wales,"Julian Rocks, Byron Bay",Scuba diving,M,Y
1993-06-05,AUSTRALIA,Tasmania,Tenth Island (King Island),Scuba diving at seal colony,F,Y
1993-06-11,HONG KONG,New Territories,Silverstrand,Swimming,M,Y
1993-06-01,USA,North Carolina,"Hamstead, Pender County",Swimming,F,N
1993-05-01,HONG KONG,"On the Kowloon penisula, south of Sai Kung",Silverstrand,Unknown,F,Y
